Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
Multiple carriers,Delhi,Cochin,1,8888,Thursday,Noon,Midnight,555
Jet Airways,Kolkata,Banglore,1,9663,Sunday,Evening,Morning,865
Multiple carriers,Delhi,Cochin,1,17267,Wednesday,Morning,Afternoon,505
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Evening,Noon,890
Vistara,Banglore,New Delhi,0,12123,Monday,Evening,Midnight,160
Multiple carriers,Delhi,Cochin,1,8073,Wednesday,Afternoon,Midnight,510
SpiceJet,Banglore,Delhi,0,4991,Friday,Morning,Noon,170
GoAir,Banglore,Delhi,0,3419,Wednesday,Evening,Midnight,165
Jet Airways,Delhi,Cochin,1,10262,Thursday,Evening,Evening,1395
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Noon,1010
Air Asia,Kolkata,Banglore,0,3807,Wednesday,Midnight,Midnight,150
IndiGo,Mumbai,Hyderabad,0,5755,Sunday,Noon,Noon,85
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Before Dawn,395
Air India,Delhi,Cochin,2,13039,Tuesday,Afternoon,Morning,865
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Evening,745
IndiGo,Chennai,Kolkata,0,6297,Saturday,Morning,Noon,140
Jet Airways,Mumbai,Hyderabad,0,3210,Monday,Evening,Evening,90
Multiple carriers,Delhi,Cochin,1,15147,Sunday,Noon,Evening,640
IndiGo,Mumbai,Hyderabad,0,4049,Monday,Morning,Noon,90
Jet Airways,Delhi,Cochin,2,13882,Wednesday,Morning,Noon,1630
Air India,Kolkata,Banglore,1,8366,Tuesday,Morning,Evening,745
Jet Airways,Banglore,New Delhi,1,9134,Friday,Midnight,Morning,530
IndiGo,Banglore,Delhi,0,4823,Wednesday,Morning,Noon,170
Air India,Kolkata,Banglore,1,5006,Tuesday,Afternoon,Afternoon,1440
Air India,Delhi,Cochin,1,7480,Saturday,Noon,Morning,1255
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Afternoon,Midnight,365
Jet Airways,Kolkata,Banglore,1,7064,Monday,Evening,Morning,735
IndiGo,Kolkata,Banglore,0,5224,Friday,Afternoon,Afternoon,150
Air Asia,Kolkata,Banglore,0,4384,Friday,Noon,Noon,155
Multiple carriers,Delhi,Cochin,1,13377,Saturday,Noon,Midnight,750
Multiple carriers,Delhi,Cochin,1,8837,Monday,Morning,Evening,755
Air India,Delhi,Cochin,1,16352,Sunday,Afternoon,Morning,965
Air India,Delhi,Cochin,2,10441,Sunday,Evening,Evening,1275
IndiGo,Chennai,Kolkata,0,3597,Thursday,Noon,Afternoon,140
Air Asia,Kolkata,Banglore,0,3807,Wednesday,Evening,Midnight,150
Jet Airways,Kolkata,Banglore,1,9663,Monday,Evening,Morning,735
Jet Airways,Kolkata,Banglore,1,12681,Monday,Evening,Evening,1430
Vistara,Banglore,Delhi,0,4668,Friday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,2,15129,Saturday,Noon,Noon,1390
Multiple carriers,Delhi,Cochin,1,17057,Sunday,Afternoon,Midnight,485
Air India,Delhi,Cochin,1,8372,Monday,Evening,Morning,640
SpiceJet,Kolkata,Banglore,0,5515,Friday,Afternoon,Evening,150
Jet Airways,Kolkata,Banglore,1,8355,Wednesday,Noon,Afternoon,435
IndiGo,Mumbai,Hyderabad,0,2754,Monday,Before Dawn,Before Dawn,90
Multiple carriers,Delhi,Cochin,1,13377,Saturday,Afternoon,Midnight,630
Jet Airways,Delhi,Cochin,1,15554,Thursday,Evening,Evening,1395
IndiGo,Kolkata,Banglore,0,5224,Saturday,Afternoon,Afternoon,150
IndiGo,Delhi,Cochin,1,6069,Sunday,Afternoon,Evening,300
Jet Airways,Delhi,Cochin,1,12373,Thursday,Noon,Noon,1505
Jet Airways,Kolkata,Banglore,1,6959,Wednesday,Evening,Before Dawn,585
SpiceJet,Kolkata,Banglore,0,3841,Monday,Morning,Noon,145
Air India,Delhi,Cochin,1,8669,Wednesday,Before Dawn,Evening,925
Jet Airways,Delhi,Cochin,2,13014,Saturday,Before Dawn,Evening,810
Jet Airways,Kolkata,Banglore,1,13731,Thursday,Morning,Before Dawn,1215
Multiple carriers,Delhi,Cochin,1,7888,Tuesday,Noon,Midnight,930
Vistara,Kolkata,Banglore,1,12942,Sunday,Morning,Midnight,900
Vistara,Mumbai,Hyderabad,1,12395,Wednesday,Noon,Morning,1290
Jet Airways,Kolkata,Banglore,1,14571,Sunday,Afternoon,Midnight,425
IndiGo,Banglore,Delhi,0,4591,Saturday,Midnight,Before Dawn,175
Air India,Kolkata,Banglore,2,12592,Thursday,Morning,Noon,1700
IndiGo,Kolkata,Banglore,0,4804,Thursday,Afternoon,Afternoon,150
Jet Airways,Kolkata,Banglore,1,14388,Tuesday,Afternoon,Morning,1090
Air India,Delhi,Cochin,2,14851,Saturday,Evening,Evening,1275
Jet Airways,Kolkata,Banglore,1,8586,Saturday,Evening,Morning,665
Jet Airways,Banglore,New Delhi,1,31825,Friday,Midnight,Morning,640
Jet Airways,Delhi,Cochin,2,14237,Sunday,Evening,Before Dawn,600
IndiGo,Kolkata,Banglore,1,5069,Thursday,Morning,Noon,290
Jet Airways,Delhi,Cochin,1,16079,Saturday,Morning,Noon,330
Jet Airways,Kolkata,Banglore,1,9663,Wednesday,Evening,Morning,800
Multiple carriers,Delhi,Cochin,1,13587,Monday,Noon,Evening,570
Air India,Kolkata,Banglore,1,10808,Sunday,Evening,Midnight,1605
Multiple carriers,Delhi,Cochin,1,11446,Monday,Noon,Evening,555
Air India,Mumbai,Hyderabad,0,3100,Wednesday,Evening,Evening,75
GoAir,Kolkata,Banglore,1,6484,Wednesday,Afternoon,Midnight,455
IndiGo,Mumbai,Hyderabad,0,4049,Thursday,Morning,Morning,90
SpiceJet,Banglore,New Delhi,0,3873,Sunday,Evening,Midnight,170
IndiGo,Banglore,New Delhi,1,7280,Saturday,Evening,Midnight,310
Air India,Mumbai,Hyderabad,0,3625,Monday,Noon,Afternoon,90
SpiceJet,Banglore,Delhi,0,3919,Saturday,Evening,Midnight,175
Jet Airways,Delhi,Cochin,1,15554,Thursday,Before Dawn,Evening,1005
IndiGo,Chennai,Kolkata,0,3850,Monday,Morning,Noon,140
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Midnight,Evening,1195
Jet Airways,Banglore,Delhi,0,7229,Sunday,Evening,Evening,185
IndiGo,Banglore,Delhi,0,4823,Saturday,Evening,Evening,175
IndiGo,Banglore,Delhi,0,4823,Wednesday,Evening,Evening,175
Vistara,Kolkata,Banglore,1,11682,Sunday,Morning,Morning,1560
IndiGo,Banglore,Delhi,0,4823,Sunday,Evening,Evening,175
Jet Airways,Delhi,Cochin,1,10262,Sunday,Noon,Before Dawn,925
IndiGo,Delhi,Cochin,1,6818,Thursday,Before Dawn,Afternoon,665
SpiceJet,Mumbai,Hyderabad,0,1965,Monday,Midnight,Midnight,90
Vistara,Kolkata,Banglore,1,9345,Sunday,Morning,Midnight,975
IndiGo,Delhi,Cochin,1,6938,Thursday,Afternoon,Midnight,380
Jet Airways,Delhi,Cochin,2,10368,Saturday,Morning,Noon,1615
Air India,Delhi,Cochin,2,11753,Wednesday,Noon,Morning,1245
Air India,Delhi,Cochin,2,12488,Monday,Evening,Evening,1485
Jet Airways,Kolkata,Banglore,1,9899,Wednesday,Afternoon,Evening,345
Multiple carriers,Delhi,Cochin,1,11622,Thursday,Morning,Evening,585
SpiceJet,Kolkata,Banglore,0,3847,Wednesday,Morning,Morning,160
Jet Airways,Delhi,Cochin,1,16079,Thursday,Midnight,Before Dawn,335
Jet Airways,Banglore,Delhi,0,6478,Tuesday,Morning,Morning,165
Air India,Delhi,Cochin,0,5201,Friday,Afternoon,Afternoon,180
Air Asia,Kolkata,Banglore,0,4409,Thursday,Noon,Noon,155
Jet Airways,Banglore,New Delhi,1,17261,Wednesday,Morning,Morning,1475
Vistara,Banglore,Delhi,0,4878,Monday,Afternoon,Evening,155
SpiceJet,Banglore,Delhi,0,3573,Saturday,Before Dawn,Morning,160
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Evening,Afternoon,1220
IndiGo,Kolkata,Banglore,0,4804,Sunday,Midnight,Midnight,155
Air India,Delhi,Cochin,0,5201,Thursday,Afternoon,Afternoon,180
Multiple carriers,Delhi,Cochin,1,14533,Saturday,Noon,Evening,375
SpiceJet,Kolkata,Banglore,0,3873,Friday,Midnight,Midnight,140
SpiceJet,Chennai,Kolkata,0,3543,Thursday,Afternoon,Evening,140
Multiple carriers,Delhi,Cochin,1,7215,Thursday,Noon,Evening,640
Multiple carriers,Delhi,Cochin,1,11999,Thursday,Noon,Evening,510
IndiGo,Mumbai,Hyderabad,0,2754,Saturday,Noon,Noon,90
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Evening,Noon,950
Air Asia,Kolkata,Banglore,0,4107,Saturday,Evening,Midnight,150
Multiple carriers,Delhi,Cochin,1,8073,Thursday,Morning,Evening,720
IndiGo,Mumbai,Hyderabad,0,2227,Thursday,Evening,Midnight,90
Jet Airways,Kolkata,Banglore,1,10539,Thursday,Evening,Evening,1295
IndiGo,Banglore,Delhi,0,3943,Friday,Midnight,Before Dawn,165
Jet Airways,Kolkata,Banglore,1,10844,Friday,Afternoon,Afternoon,1575
SpiceJet,Banglore,New Delhi,0,3925,Sunday,Evening,Midnight,170
Jet Airways,Mumbai,Hyderabad,0,3210,Wednesday,Before Dawn,Before Dawn,85
Jet Airways,Banglore,Delhi,0,8016,Thursday,Afternoon,Evening,180
SpiceJet,Kolkata,Banglore,0,3841,Friday,Afternoon,Evening,150
Jet Airways,Kolkata,Banglore,1,14388,Thursday,Evening,Before Dawn,450
IndiGo,Chennai,Kolkata,0,3597,Tuesday,Afternoon,Afternoon,140
Multiple carriers,Delhi,Cochin,1,14086,Saturday,Afternoon,Midnight,630
IndiGo,Banglore,Delhi,0,3749,Sunday,Midnight,Midnight,170
Jet Airways,Banglore,Delhi,0,7229,Friday,Morning,Morning,165
Multiple carriers,Delhi,Cochin,1,15603,Wednesday,Morning,Evening,840
IndiGo,Banglore,Delhi,0,4823,Monday,Evening,Midnight,170
Jet Airways,Mumbai,Hyderabad,0,8040,Wednesday,Noon,Noon,90
Jet Airways,Kolkata,Banglore,1,13941,Monday,Morning,Noon,1655
Jet Airways,Delhi,Cochin,1,14714,Thursday,Evening,Before Dawn,395
Vistara,Kolkata,Banglore,1,7927,Monday,Morning,Evening,700
Jet Airways,Banglore,Delhi,0,4030,Wednesday,Noon,Afternoon,175
IndiGo,Delhi,Cochin,1,8285,Thursday,Morning,Evening,710
Jet Airways,Kolkata,Banglore,1,10844,Monday,Morning,Evening,590
Jet Airways,Kolkata,Banglore,1,9663,Sunday,Morning,Morning,1610
IndiGo,Kolkata,Banglore,0,4148,Wednesday,Midnight,Midnight,165
IndiGo,Delhi,Cochin,1,6496,Monday,Before Dawn,Noon,295
IndiGo,Kolkata,Banglore,0,4148,Monday,Midnight,Midnight,165
Jet Airways,Kolkata,Banglore,1,13339,Sunday,Morning,Evening,790
Jet Airways,Delhi,Cochin,2,13882,Saturday,Morning,Noon,1630
IndiGo,Banglore,Delhi,0,3943,Sunday,Midnight,Before Dawn,165
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Evening,Noon,950
Jet Airways,Delhi,Cochin,2,15318,Thursday,Evening,Before Dawn,505
SpiceJet,Kolkata,Banglore,0,3873,Thursday,Midnight,Midnight,140
Multiple carriers,Delhi,Cochin,1,11573,Monday,Before Dawn,Evening,845
Vistara,Banglore,Delhi,0,4668,Wednesday,Noon,Afternoon,170
Air India,Banglore,New Delhi,2,13576,Friday,Before Dawn,Midnight,980
Air India,Banglore,New Delhi,1,15434,Friday,Noon,Noon,1510
Vistara,Banglore,Delhi,0,5403,Sunday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,2,16914,Wednesday,Before Dawn,Evening,2300
Jet Airways,Kolkata,Banglore,1,14781,Tuesday,Evening,Morning,665
Jet Airways,Banglore,Delhi,0,4544,Tuesday,Noon,Afternoon,175
Air India,Kolkata,Banglore,2,9416,Wednesday,Noon,Morning,1195
Vistara,Kolkata,Banglore,1,8662,Sunday,Morning,Midnight,945
Air India,Delhi,Cochin,1,9194,Monday,Noon,Evening,555
SpiceJet,Kolkata,Banglore,0,3873,Monday,Morning,Morning,155
IndiGo,Kolkata,Banglore,1,11465,Sunday,Morning,Afternoon,295
Air India,Delhi,Cochin,1,8907,Sunday,Morning,Midnight,795
Air India,Delhi,Cochin,2,8770,Thursday,Afternoon,Evening,1560
Jet Airways,Delhi,Cochin,1,12242,Wednesday,Morning,Before Dawn,1110
Multiple carriers,Delhi,Cochin,1,12192,Wednesday,Noon,Evening,540
Vistara,Kolkata,Banglore,1,8505,Monday,Morning,Noon,1655
Jet Airways,Kolkata,Banglore,1,9663,Thursday,Afternoon,Morning,1155
Multiple carriers,Delhi,Cochin,1,8614,Saturday,Morning,Evening,705
Jet Airways,Delhi,Cochin,2,13292,Monday,Before Dawn,Before Dawn,1375
Multiple carriers,Delhi,Cochin,1,7740,Monday,Noon,Evening,490
IndiGo,Delhi,Cochin,1,8854,Wednesday,Evening,Midnight,415
IndiGo,Delhi,Cochin,2,7682,Wednesday,Morning,Evening,765
IndiGo,Kolkata,Banglore,0,4804,Thursday,Afternoon,Evening,155
Vistara,Banglore,Delhi,0,4668,Tuesday,Morning,Noon,170
Multiple carriers,Delhi,Cochin,1,5797,Monday,Afternoon,Midnight,615
Air India,Delhi,Cochin,0,4729,Wednesday,Afternoon,Afternoon,180
Multiple carriers,Delhi,Cochin,1,7888,Tuesday,Noon,Midnight,750
IndiGo,Kolkata,Banglore,1,5069,Friday,Morning,Noon,290
Air India,Delhi,Cochin,3,9128,Thursday,Before Dawn,Evening,2280
Jet Airways,Kolkata,Banglore,1,9663,Wednesday,Evening,Morning,800
Air India,Delhi,Cochin,1,7952,Thursday,Evening,Morning,765
Jet Airways,Delhi,Cochin,1,10262,Monday,Noon,Noon,1595
Jet Airways,Delhi,Cochin,2,13882,Thursday,Noon,Before Dawn,1000
IndiGo,Banglore,Delhi,0,4591,Sunday,Noon,Afternoon,170
Air India,Mumbai,Hyderabad,2,16172,Tuesday,Evening,Afternoon,255
IndiGo,Banglore,Delhi,0,4591,Thursday,Midnight,Before Dawn,165
IndiGo,Mumbai,Hyderabad,0,4049,Monday,Morning,Morning,90
IndiGo,Kolkata,Banglore,0,4804,Friday,Afternoon,Evening,155
Multiple carriers,Delhi,Cochin,1,6673,Wednesday,Morning,Afternoon,450
Jet Airways,Delhi,Cochin,2,11150,Thursday,Midnight,Before Dawn,1760
Air India,Delhi,Cochin,2,13591,Saturday,Evening,Evening,1380
IndiGo,Banglore,Delhi,0,4077,Thursday,Morning,Morning,165
Multiple carriers,Delhi,Cochin,1,12927,Saturday,Morning,Evening,730
Jet Airways,Delhi,Cochin,2,16274,Tuesday,Before Dawn,Noon,425
Vistara,Banglore,Delhi,0,4668,Wednesday,Morning,Morning,160
Jet Airways,Delhi,Cochin,1,12898,Monday,Evening,Noon,940
Air India,Mumbai,Hyderabad,1,11678,Wednesday,Afternoon,Midnight,465
IndiGo,Delhi,Cochin,1,5775,Wednesday,Evening,Before Dawn,345
SpiceJet,Kolkata,Banglore,0,5515,Friday,Morning,Noon,150
Jet Airways,Banglore,New Delhi,1,13555,Monday,Midnight,Morning,610
Jet Airways,Kolkata,Banglore,1,14571,Friday,Afternoon,Before Dawn,730
SpiceJet,Mumbai,Hyderabad,0,2227,Sunday,Noon,Afternoon,90
Air India,Banglore,Delhi,0,6961,Monday,Noon,Afternoon,170
Air India,Delhi,Cochin,1,15704,Saturday,Morning,Evening,735
Jet Airways,Mumbai,Hyderabad,0,8040,Wednesday,Noon,Noon,90
Jet Airways,Delhi,Cochin,1,14714,Saturday,Evening,Before Dawn,550
Jet Airways,Delhi,Cochin,2,9296,Wednesday,Morning,Before Dawn,1325
Multiple carriers,Delhi,Cochin,1,10197,Tuesday,Morning,Evening,600
Air India,Delhi,Cochin,1,8372,Wednesday,Noon,Evening,375
Vistara,Delhi,Cochin,0,6741,Saturday,Afternoon,Afternoon,175
IndiGo,Chennai,Kolkata,0,6297,Saturday,Afternoon,Evening,155
Jet Airways,Kolkata,Banglore,1,13626,Wednesday,Morning,Evening,590
Jet Airways,Delhi,Cochin,2,15129,Monday,Evening,Evening,1430
IndiGo,Delhi,Cochin,1,6426,Thursday,Before Dawn,Morning,345
Jet Airways,Delhi,Cochin,2,20904,Saturday,Evening,Before Dawn,495
Air Asia,Delhi,Cochin,1,6451,Tuesday,Evening,Morning,625
Air India,Banglore,New Delhi,1,12704,Friday,Morning,Midnight,855
Jet Airways,Kolkata,Banglore,1,13067,Friday,Evening,Morning,800
Jet Airways,Banglore,Delhi,0,7229,Saturday,Morning,Morning,165
Jet Airways,Delhi,Cochin,2,12347,Thursday,Evening,Before Dawn,2040
Multiple carriers,Delhi,Cochin,1,17057,Sunday,Noon,Evening,425
Air India,Kolkata,Banglore,2,8366,Saturday,Morning,Evening,535
Multiple carriers,Delhi,Cochin,1,15078,Thursday,Noon,Midnight,930
Air Asia,Kolkata,Banglore,1,7870,Sunday,Morning,Evening,710
IndiGo,Mumbai,Hyderabad,0,3603,Sunday,Afternoon,Evening,90
Air India,Kolkata,Banglore,1,11936,Wednesday,Morning,Afternoon,555
Multiple carriers,Delhi,Cochin,1,8925,Monday,Noon,Midnight,930
Air India,Delhi,Cochin,0,6934,Sunday,Afternoon,Afternoon,180
Jet Airways,Delhi,Cochin,1,6542,Monday,Noon,Evening,450
IndiGo,Kolkata,Banglore,0,4778,Friday,Afternoon,Afternoon,155
IndiGo,Kolkata,Banglore,0,4804,Friday,Afternoon,Evening,155
Jet Airways,Kolkata,Banglore,1,14151,Sunday,Evening,Noon,870
Multiple carriers,Delhi,Cochin,1,16108,Saturday,Noon,Evening,375
Multiple carriers,Delhi,Cochin,1,13377,Saturday,Afternoon,Midnight,630
SpiceJet,Banglore,Delhi,0,3919,Monday,Morning,Noon,170
Multiple carriers,Delhi,Cochin,1,15136,Wednesday,Noon,Evening,425
Vistara,Kolkata,Banglore,1,9345,Tuesday,Morning,Evening,790
Multiple carriers,Delhi,Cochin,1,12327,Wednesday,Before Dawn,Afternoon,795
Jet Airways,Banglore,New Delhi,1,12284,Monday,Morning,Afternoon,435
Air India,Delhi,Cochin,2,13039,Wednesday,Afternoon,Evening,1560
Jet Airways,Delhi,Cochin,1,11848,Saturday,Afternoon,Before Dawn,660
Jet Airways,Delhi,Cochin,1,16079,Tuesday,Evening,Evening,1485
IndiGo,Kolkata,Banglore,0,4804,Friday,Midnight,Midnight,155
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Evening,Midnight,1655
Vistara,Kolkata,Banglore,1,8505,Monday,Evening,Noon,865
Air India,Kolkata,Banglore,2,11774,Sunday,Morning,Before Dawn,1210
Jet Airways,Banglore,Delhi,0,5769,Monday,Morning,Morning,165
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Morning,Evening,740
SpiceJet,Chennai,Kolkata,0,3597,Friday,Morning,Noon,135
Multiple carriers,Delhi,Cochin,1,16497,Wednesday,Noon,Evening,530
Jet Airways,Kolkata,Banglore,1,14151,Wednesday,Afternoon,Evening,1570
IndiGo,Kolkata,Banglore,0,4804,Monday,Morning,Noon,165
Air India,Mumbai,Hyderabad,0,3100,Friday,Afternoon,Afternoon,85
Jet Airways,Delhi,Cochin,1,14714,Monday,Morning,Evening,600
IndiGo,Mumbai,Hyderabad,0,8853,Friday,Afternoon,Evening,90
IndiGo,Delhi,Cochin,1,6582,Saturday,Morning,Noon,315
Vistara,Banglore,Delhi,0,4668,Monday,Noon,Afternoon,170
Jet Airways,Kolkata,Banglore,1,14571,Thursday,Evening,Afternoon,1220
Jet Airways,Delhi,Cochin,1,13843,Wednesday,Evening,Before Dawn,395
Multiple carriers,Delhi,Cochin,1,7354,Monday,Morning,Evening,755
IndiGo,Kolkata,Banglore,0,4804,Saturday,Midnight,Midnight,155
IndiGo,Chennai,Kolkata,0,5277,Saturday,Midnight,Midnight,140
Air India,Delhi,Cochin,1,5998,Wednesday,Evening,Morning,705
IndiGo,Banglore,Delhi,0,4591,Monday,Noon,Afternoon,170
IndiGo,Chennai,Kolkata,0,3597,Monday,Afternoon,Afternoon,140
Jet Airways,Mumbai,Hyderabad,0,5678,Monday,Evening,Evening,90
IndiGo,Chennai,Kolkata,0,3850,Thursday,Morning,Noon,140
SpiceJet,Mumbai,Hyderabad,0,2017,Tuesday,Noon,Afternoon,90
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Evening,1325
Air India,Delhi,Cochin,2,8603,Wednesday,Noon,Evening,435
Multiple carriers,Delhi,Cochin,1,14153,Sunday,Noon,Midnight,555
Jet Airways,Kolkata,Banglore,1,8066,Monday,Evening,Midnight,1630
Multiple carriers,Delhi,Cochin,1,7695,Thursday,Noon,Midnight,765
SpiceJet,Delhi,Cochin,1,8488,Wednesday,Morning,Noon,270
GoAir,Banglore,New Delhi,0,4340,Monday,Noon,Afternoon,175
Jet Airways,Kolkata,Banglore,1,14151,Wednesday,Evening,Noon,870
Jet Airways,Banglore,New Delhi,1,11087,Monday,Afternoon,Before Dawn,730
Jet Airways,Kolkata,Banglore,1,13759,Sunday,Evening,Evening,1345
Jet Airways,Delhi,Cochin,1,16079,Tuesday,Evening,Before Dawn,550
Multiple carriers,Delhi,Cochin,1,12717,Saturday,Morning,Evening,600
Jet Airways,Mumbai,Hyderabad,0,4995,Friday,Noon,Noon,90
SpiceJet,Kolkata,Banglore,0,3873,Friday,Afternoon,Evening,150
Jet Airways,Kolkata,Banglore,1,7826,Sunday,Morning,Noon,330
Vistara,Kolkata,Banglore,1,7980,Monday,Evening,Morning,765
Multiple carriers,Delhi,Cochin,1,9486,Tuesday,Morning,Midnight,910
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Evening,Evening,1400
IndiGo,Chennai,Kolkata,0,6482,Sunday,Before Dawn,Morning,140
IndiGo,Delhi,Cochin,1,6628,Saturday,Afternoon,Midnight,480
Air India,Kolkata,Banglore,1,7452,Thursday,Morning,Evening,675
Jet Airways,Delhi,Cochin,2,13882,Saturday,Morning,Before Dawn,1140
Multiple carriers,Delhi,Cochin,1,8099,Thursday,Morning,Evening,600
Vistara,Banglore,Delhi,0,4878,Saturday,Afternoon,Evening,155
IndiGo,Kolkata,Banglore,1,5170,Thursday,Afternoon,Evening,315
SpiceJet,Banglore,New Delhi,1,6315,Sunday,Afternoon,Midnight,485
IndiGo,Chennai,Kolkata,0,7295,Friday,Noon,Afternoon,135
Multiple carriers,Delhi,Cochin,1,9794,Wednesday,Morning,Evening,690
Jet Airways,Delhi,Cochin,2,8834,Thursday,Evening,Before Dawn,1995
SpiceJet,Mumbai,Hyderabad,0,2017,Friday,Midnight,Midnight,90
Multiple carriers,Delhi,Cochin,1,12615,Saturday,Morning,Evening,785
Vistara,Banglore,New Delhi,0,7240,Saturday,Evening,Midnight,175
Jet Airways,Banglore,Delhi,0,8016,Monday,Afternoon,Evening,175
Vistara,Banglore,Delhi,0,4878,Monday,Afternoon,Evening,155
Jet Airways,Delhi,Cochin,2,13292,Wednesday,Before Dawn,Before Dawn,1375
Air India,Banglore,New Delhi,1,11707,Tuesday,Noon,Morning,1265
IndiGo,Delhi,Cochin,1,6147,Monday,Afternoon,Midnight,310
IndiGo,Delhi,Cochin,1,6093,Wednesday,Morning,Evening,810
Jet Airways,Kolkata,Banglore,1,12681,Monday,Evening,Morning,735
SpiceJet,Banglore,Delhi,0,3311,Monday,Before Dawn,Morning,160
Air India,Mumbai,Hyderabad,3,14260,Tuesday,Afternoon,Noon,1175
Air India,Delhi,Cochin,2,13591,Thursday,Afternoon,Evening,1730
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Evening,Midnight,155
Air India,Delhi,Cochin,2,13538,Wednesday,Noon,Morning,1100
Jet Airways,Kolkata,Banglore,1,14151,Sunday,Morning,Morning,1450
SpiceJet,Banglore,New Delhi,0,5575,Friday,Before Dawn,Morning,170
Jet Airways,Kolkata,Banglore,1,14178,Friday,Morning,Morning,1610
Air India,Chennai,Kolkata,0,7082,Tuesday,Noon,Noon,135
SpiceJet,Banglore,Delhi,0,4319,Thursday,Evening,Midnight,175
Jet Airways,Delhi,Cochin,2,20747,Sunday,Evening,Evening,1470
Jet Airways,Kolkata,Banglore,1,13759,Sunday,Morning,Midnight,850
Jet Airways,Delhi,Cochin,2,9181,Thursday,Before Dawn,Before Dawn,1365
Jet Airways,Delhi,Cochin,1,17024,Sunday,Before Dawn,Evening,995
IndiGo,Delhi,Cochin,1,5298,Wednesday,Morning,Noon,320
Jet Airways,Kolkata,Banglore,1,13364,Monday,Afternoon,Midnight,510
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Morning,Afternoon,590
Jet Airways,Kolkata,Banglore,1,13941,Wednesday,Evening,Before Dawn,520
Jet Airways,Delhi,Cochin,2,10919,Wednesday,Morning,Before Dawn,1300
Jet Airways,Banglore,New Delhi,1,12284,Monday,Before Dawn,Noon,450
IndiGo,Delhi,Cochin,1,6790,Thursday,Morning,Midnight,825
IndiGo,Mumbai,Hyderabad,0,4392,Saturday,Morning,Morning,90
Air India,Delhi,Cochin,2,9653,Thursday,Before Dawn,Evening,2295
SpiceJet,Mumbai,Hyderabad,0,2753,Friday,Before Dawn,Morning,90
Air India,Kolkata,Banglore,1,6327,Saturday,Evening,Noon,965
Multiple carriers,Delhi,Cochin,1,11125,Sunday,Morning,Midnight,910
Jet Airways,Delhi,Cochin,1,10262,Thursday,Midnight,Evening,1210
Jet Airways,Delhi,Cochin,1,10262,Sunday,Afternoon,Before Dawn,655
Air Asia,Delhi,Cochin,1,6752,Monday,Afternoon,Midnight,340
IndiGo,Banglore,Delhi,0,4423,Monday,Morning,Morning,165
Air Asia,Banglore,Delhi,0,3383,Tuesday,Noon,Noon,165
Air India,Delhi,Cochin,2,12121,Saturday,Noon,Morning,1100
Multiple carriers,Delhi,Cochin,1,9021,Thursday,Noon,Midnight,830
Multiple carriers,Delhi,Cochin,1,8266,Thursday,Noon,Evening,455
Jet Airways,Delhi,Cochin,1,14714,Monday,Evening,Evening,1395
Air India,Delhi,Cochin,2,11386,Thursday,Before Dawn,Evening,800
Jet Airways,Banglore,New Delhi,1,14815,Wednesday,Morning,Morning,1400
Jet Airways,Delhi,Cochin,1,13843,Wednesday,Morning,Before Dawn,1165
IndiGo,Delhi,Cochin,1,7191,Wednesday,Morning,Evening,810
SpiceJet,Kolkata,Banglore,0,6251,Sunday,Afternoon,Evening,150
Jet Airways,Delhi,Cochin,2,9412,Wednesday,Before Dawn,Before Dawn,1395
SpiceJet,Kolkata,Banglore,0,3815,Friday,Midnight,Midnight,140
Air India,Mumbai,Hyderabad,0,3100,Wednesday,Evening,Evening,75
Vistara,Delhi,Cochin,0,6216,Friday,Afternoon,Afternoon,190
Multiple carriers,Delhi,Cochin,1,13377,Thursday,Afternoon,Midnight,690
IndiGo,Banglore,New Delhi,1,5694,Thursday,Morning,Noon,290
Air India,Kolkata,Banglore,2,15107,Tuesday,Afternoon,Noon,1320
Air India,Delhi,Cochin,1,11260,Saturday,Midnight,Evening,1215
Air India,Delhi,Cochin,1,9929,Monday,Morning,Evening,675
Air India,Delhi,Cochin,1,5642,Thursday,Evening,Morning,765
